Genus,Sample,Samples_type,pilot,granule_type,year,mean_abundance
Clostridium_sensu_stricto_11,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Clostridium_sensu_stricto_12,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Clostridium_sensu_stricto_2,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Clostridium_sensu_stricto_5,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Clostridium_sensu_stricto_9,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Colidextribacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Comamonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Coprococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Coriobacteriaceae_UCG-003,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Corynebacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Cryptanaerobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Cupriavidus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Cyanobium_PCC-6307,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
DEV007,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
DMER64,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
DSSD61,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
DTU014,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
DTU089,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Dadabacteriales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Deefgea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Defluviicoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Defluviitaleaceae_UCG-011,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Deinococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Delftia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Denitratisoma,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Dermatophilaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Dermatophilus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfitobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfobacca,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfobulbus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfomonile,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfonema,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfosporosinus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Desulfovibrio,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Dorea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Duganella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Dysgonomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
EC3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
EV818SWSAP88,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Eggerthella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ellin517,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Empedobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ensifer,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Enterococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Enterorhabdus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Epulopiscium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Erysipelatoclostridium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Erysipelothrix,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Erysipelotrichaceae_UCG-003,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Estrella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Eubacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FCPU426,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FFCH16767,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FS118-23B-02,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FTLpost3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Faecalibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fastidiosipila,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ferribacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ferritrophicum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fervidobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Filomicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fimbriimonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Flaviflexus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Flexilinea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fluviicoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fluviicola,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fokiniaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fonticella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Frankiales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Friedmanniella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FukuN18_freshwater_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
FukuN57,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Fusibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
GKS98_freshwater_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
GW2011_GWC1_47_15,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gallicola,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gastranaerophilales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Geitlerinema_LD9,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Geminocystis_PCC-6308,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gemmobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Acidaminococcaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Acidimicrobiia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Acidobacteriota,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Actinomycetaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Aeromonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Alcaligenaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Amoebophilaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Anaerovoracaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Arcobacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Atopobiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Bacillaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Bacillales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Bacilli,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Bacteriovoracaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Bacteroidia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Butyricicoccaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chlamydiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chlamydiales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Christensenellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chromatiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chroococcidiopsaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chthoniobacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Chthoniobacterales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Cloacimonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Clostridia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Clostridiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Coriobacteriales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Coriobacteriales_Incertae_Sedis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Corynebacteriales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Criblamydiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Cryomorphaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Cyanobacteriales_Incertae_Sedis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Cyanobacteriia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Cytophagales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Deinococcaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Dermatophilaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Desulfovibrionales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Devosiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Enterobacteriaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Erysipelotrichaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Ferrovibrionales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Fibrobacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Fimbriimonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Firmicutes,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Flavobacteriaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Fokiniaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Gallionellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Geminicoccaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Gimesiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Gracilibacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Gracilibacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Hungateiclostridiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Hydrogenophilaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Intrasporangiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Ktedonobacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Lachnospiraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Magnetospirillaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Methanosarcinaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Methylacidiphilaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Micrococcaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Micrococcales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Microgenomatia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Micromonosporaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Moraxellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Myxococcota,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Nannocystaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Nocardioidaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Nocardiopsaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Oscillospiraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Paludibacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Parcubacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Pasteurellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Patescibacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Peptostreptococcaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Peptostreptococcales-Tissierellales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Phormidiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Pleomorphomonadaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Polyangia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Prevotellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Prolixibacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Puniceicoccaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Rikenellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Roseiflexaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Ruminococcaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Saccharimonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Segniliparaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Silvanigrellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Sneathiellaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Sphingobacteriaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Sphingobacteriales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Spirochaetaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Sporichthyaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Sporomusaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Streptosporangiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Synergistaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Syntrophales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Thalassobaculales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Thermoactinomycetaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Thioalkalispiraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Genus of Veillonellales-Selenomonadales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Geobacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Georgenia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Geothrix,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gordonia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gordonibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gottschalkia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Gracilibacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Halocella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Halomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Halothiobacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Herbinix,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Hespellia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
HglApr721,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Holdemanella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Holophagaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Holospora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Hydrogenispora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Hymenobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ignavibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
IheB3-7,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Incertae_Sedis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Intrasporangiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Irregularibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Isosphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
JCM_18997,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
JGI_0000069-P22,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
JS1,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Jatrophihabitans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Jeotgalicoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
KCM-B-112,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
KD1-131,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kaistia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kamptonema_PCC-6407,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kapabacteriales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kineosphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kocuria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Kytococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
LCP-89,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
LD1-PA32,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
LD1-PB3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
LD29,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lachnoclostridium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lachnospira,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lachnospiraceae_ND3007_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lachnospiraceae_NK4A136_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lacibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lacihabitans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lactivibrio,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lactobacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lamprocystis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Laribacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Larkinella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lentimicrobiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lentimicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leptolinea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leptospira,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leptospiraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leptotrichia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leucobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Leuconostoc,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lewinella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
LiUU-11-161,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Libanicoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Limnochordaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Longilinea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Luedemannella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Luteolibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Lutispora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
M2PB4-65_termite_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
MBA03,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
MD3-55,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
MSB-3C8,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
MSBL3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
MVP-88,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Malikia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Margulisbacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Marvinbryantia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Massilia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Megamonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Megasphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanomethylovorans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanosaeta,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanosarcina,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanosphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methanospirillum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methylobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methylobacterium-Methylorubrum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methylocaldum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methylocapsa,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methylocystis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Methyloparacoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Microbacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Microbispora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Microlunatus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Micromonospora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Micropepsis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Micropruina,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Microvirga,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Minicystis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Mogibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Monoglobus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Muribaculaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
NK4A214_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
NS10_marine_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Neorickettsia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Nocardia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Nocardiopsis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
OC31,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
OLB13,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
OLB15,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
OM27_clade,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
OPB41,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Odoribacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Oerskovia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Oligoflexus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Olsenella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Omnitrophales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
PAUC26f,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
PHOS-HE36,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paenibacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paeniclostridium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paludibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paludibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paludisphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Parabacteroides,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paracaedibacteraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Parachlamydia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paracoccus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Paraprevotella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Parasutterella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pasteuria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pelosinus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Peptococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Peredibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Perlucidibaca,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Phaeodactylibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
