Genus,Sample,Samples_type,pilot,granule_type,year,mean_abundance
Phascolarctobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pir2_lineage,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pir3_lineage,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pla1_lineage,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pla4_lineage,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Planctomicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Planifilum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Plasticicumulans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pleomorphomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pleurocapsa_PCC-7319,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Plot4-2H12,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Polymorphobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Porphyrobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Prevotella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Prevotellaceae_NK3B31_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Propionibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Propioniciclava,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Propionicimonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Proteiniclasticum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Proteiniphilum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Proteocatella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudanabaena_PCC-6802,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudanabaena_PCC-7429,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudarcobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudochelatococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudochrobactrum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudoclavibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudorhodobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Pseudoxanthomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Psychrobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Qingshengfania,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
RCP2-54,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
RF39,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Raoultella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Raoultibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhizobiaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodanobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodoblastus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodomicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodopirellula,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodoplanes,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rhodopseudomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rickettsia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rickettsiella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rikenellaceae_RC9_gut_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rivicola,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Roseburia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Roseimicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rothia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rs-M47,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
RsaHf231,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rubellimicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rubrivivax,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rubrobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ruminiclostridium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ruminococcus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Rummeliibacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Runella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
S-70,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
S0134_terrestrial_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SB-5,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SC103,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SCGC_AAA011-D5,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SCGC_AAA286-E23,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SH3-11,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SJA-15,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SN8,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
SR-FBR-L83,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
ST-12K33,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Saccharimonadaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Saccharofermentans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Salinispira,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sandarakinorhabdus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sebaldella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Senegalimassilia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Serratia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Shewanella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Shinella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sideroxydans,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Silvanigrella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Simkaniaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Singulisphaera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Slackia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Smithella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Snowella_0TU37S04,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Solirubrobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Solitalea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Solobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sorangium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sphaerochaeta,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sphaerotilus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Spirochaeta_2,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Spirosoma,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sporichthya,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sporomusaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Starkeya,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Stenotrophomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Stenoxybacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Steroidobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Subgroup_11,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Subgroup_22,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Subgroup_5,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Succiniclasticum,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Succinispira,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sulfurifustis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sumerlaea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sva0485,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Sva0996_marine_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Symbiobacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Synechococcus_PCC-7502,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Syner-01,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Syntrophomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Syntrophorhabdus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
T34,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Taibaiella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Taonella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tepidanaerobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tepidimonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tepidisphaeraceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Terrimicrobium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Terrisporobacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thauera,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermoactinomyces,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermobacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermobifida,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermobispora,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermoclostridium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thermovirga,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thiobacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thiocapsa,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thiocystis,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Thiomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tissierella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tolumonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tsukamurella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tychonema_CCAP_1459-11B,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Tyzzerella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
UASB-TL25,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
UCG-004,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
UCG-010,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Uliginosibacterium,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Unknown_Family,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Ureibacillus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Uruburuella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Veillonella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Verruc-01,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Verrucomicrobiales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Vicinamibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Victivallaceae,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Victivallales,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Vitellibacter,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Vitreoscilla,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Vogesella,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
W5,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
W5053,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
WCHB1-32,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
WCHB1-41,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
WD2101_soil_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
WWE3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Williamsia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Williamwhitmania,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
XBB1006,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Xanthomonas,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Yersinia,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Z4MB62,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
ZOR0006,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Zixibacteria,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Zoogloea,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Zymophilus,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Agitococcus]_lubricus_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Cytophaga]_xylanolytica_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_brachy_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_coprostanoligenes_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_eligens_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_hallii_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_ruminantium_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Eubacterium]_siraeum_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Ruminococcus]_gauvreauii_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Ruminococcus]_gnavus_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
[Ruminococcus]_torques_group,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
bacteriap25,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
eub62A3,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
hgcI_clade,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
mle1-8,ALAR.4,Granules,B_virgin_granules,Backwashed_granules,2022,0
Nitrospira,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,13.79587070601809
Nitrosomonas,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,10.965238750976962
Bradyrhizobium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,7.082744054486583
Terrimonas,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,5.472849752502884
Amb-16S-1323,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,4.516589750269827
Genus of Microtrichaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,4.10324165395065
Hyphomicrobium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,3.2460735420000746
Genus of Vicinamibacterales,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,2.862499534779858
Genus of Kineosporiaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,2.771083776843202
PLTA13,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,2.2923722505489597
SWB02,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.4300867170345006
Subgroup_10,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.2493486918009602
Pedomicrobium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.2070136588633742
Genus of Planctomycetales,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.1991049164464624
OM190,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.1735178086270424
IS-44,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.1183892217797462
Genus of Chitinophagaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.0888477427518701
Genus of Gaiellales,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,1.0765194089843315
Genus of Pirellulaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.891827012542335
Genus of Comamonadaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.8781030183482824
Genus of Sphingomonadaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.859726822732517
Genus of Rhizobiales_Incertae_Sedis,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.8353027652685251
A4b,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.828324463135956
Vicinamibacteraceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.8139026387286464
Genus of Caldilineaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.8099482675201906
Genus of Gemmatimonadaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.7504000893222673
A0839,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.7431891771186125
Schlesneria,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.7317912836354162
Genus of Micropepsaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.7106237671666232
Dongia,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.6075775056756857
Planctopirus,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.5940861215527188
Methylotenera,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.5933882913394619
Pirellula,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.5719881647995831
Ferruginibacter,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.5322118426439392
Acidibacter,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.5208139491607429
Genus of Alphaproteobacteria,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.49173769027503816
Genus of Xanthobacteraceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.49103986006178124
Genus of Steroidobacteraceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.4340503926458
Dokdonella,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.42870036101083026
Haliangium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.4052067438311809
Hirschia,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.38659793814432986
Genus of Gemmataceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.35542818861885445
Pseudonocardia,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.3519390375525699
alphaI_cluster,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.34635639584651456
Bryobacter,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.33891287357177413
JG30-KF-CM66,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.32356060888012206
Pajaroellobacter,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.3121627153969258
Genus of Rubinisphaeraceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.29867133127395884
Fimbriimonadaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.2633146004689419
Genus of Gammaproteobacteria,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.26145371990025684
mle1-7,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.25377758755443075
Genus of Diplorickettsiaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.24842755591946106
Brevibacillus,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.2472645055640329
Ellin6067,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.24493840485317653
Genus of Rhizobiaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.2435427444266627
Pir4_lineage,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.2428449142134058
Sulfuritalea,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.24284491421340576
JG30-KF-CM45,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.24261230414232016
TK10,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.22935353009043877
Rhodobacter,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.22772525959283935
Genus of Microbacteriaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.22284044810004094
Novosphingobium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.22284044810004094
Afipia,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.21818824667832817
Bacillus,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.20958167404815958
Genus of Holosporaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.20958167404815958
Genus of Hyphomicrobiaceae,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.20702296326621755
Bauldia,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.2053946927686181
Flavobacterium,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.19818378056496336
Nordella,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.19515984964085006
WD260,ALAR.5,Granules,B_virgin_granules,Whole_granules,2023,0.1949272395697644
